product_id,product_name,category,sub_category,brand,revenue,gross_profit,units_sold,average_discount_pct,profit_margin_pct,revenue_rank,category_revenue_rank
P000064,BlueLeaf Fiction 0064,Books,Fiction,BlueLeaf,6202.85,1972.19,294,0.08,31.79,731,44
P000572,BrightPlay Board Games 0572,Toys,Board Games,BrightPlay,6200.5,1765.52,209,0.09,28.47,732,55
P000627,Inkline Technology 0627,Books,Technology,Inkline,6174.16,1955.68,189,0.06,31.68,733,45
P000162,DailyBite Snacks 0162,Grocery,Snacks,DailyBite,6172.53,1622.13,240,0.08,26.28,734,43
P000549,Northstar Press Business 0549,Books,Business,Northstar Press,6045.73,3224.11,186,0.07,53.33,735,46
P000340,HarvestLane Snacks 0340,Grocery,Snacks,HarvestLane,5973.36,2155.92,396,0.07,36.09,736,44
P000707,PageMint Children 0707,Books,Children,PageMint,5972.68,1488.68,295,0.07,24.92,737,47
P000025,BlueLeaf Fiction 0025,Books,Fiction,BlueLeaf,5810.71,1908.21,350,0.08,32.84,738,48
P000194,WonderBox Board Games 0194,Toys,Board Games,WonderBox,5758.34,3067.06,153,0.08,53.26,739,56
P000358,Northstar Press Children 0358,Books,Children,Northstar Press,5729.41,1425.51,193,0.07,24.88,740,49
P000506,Northstar Press Fiction 0506,Books,Fiction,Northstar Press,5710.11,1798.77,438,0.07,31.5,741,50
P000007,Inkline Fiction 0007,Books,Fiction,Inkline,5691.86,3010.86,383,0.08,52.9,742,51
P000046,PageMint Fiction 0046,Books,Fiction,PageMint,5643.04,2883.4,183,0.07,51.1,743,52
P000459,Northstar Press Children 0459,Books,Children,Northstar Press,5550.53,2351.45,318,0.07,42.36,744,53
P000042,Kidora Board Games 0042,Toys,Board Games,Kidora,5406.04,2511.28,204,0.08,46.45,745,57
P000772,Silka Haircare 0772,Beauty,Haircare,Silka,5372.21,2330.57,119,0.08,43.38,746,86
P000789,Inkline Fiction 0789,Books,Fiction,Inkline,5361.3,2781.82,236,0.07,51.89,747,54
P000298,BlueLeaf Children 0298,Books,Children,BlueLeaf,5344.22,1719.06,428,0.08,32.17,748,55
P000410,HarvestLane Pantry 0410,Grocery,Pantry,HarvestLane,5273.14,1957.94,259,0.07,37.13,749,45
P000559,BareBloom Makeup 0559,Beauty,Makeup,BareBloom,5271.91,3006.79,312,0.09,57.03,750,87
P000696,BareBloom Makeup 0696,Beauty,Makeup,BareBloom,5220.65,1782.41,377,0.09,34.14,751,88
P000639,BlueLeaf Fiction 0639,Books,Fiction,BlueLeaf,5204.89,2062.17,368,0.07,39.62,752,56
P000408,BrightPlay Outdoor Toys 0408,Toys,Outdoor Toys,BrightPlay,5173.36,2445.13,211,0.08,47.26,753,58
P000625,HarvestLane Beverages 0625,Grocery,Beverages,HarvestLane,5172.63,1951.83,220,0.06,37.73,754,46
P000388,HarvestLane Beverages 0388,Grocery,Beverages,HarvestLane,5046.21,2535.28,193,0.07,50.24,755,47
P000544,GreenFarm Beverages 0544,Grocery,Beverages,GreenFarm,5038.01,1571.75,147,0.08,31.2,756,48
P000080,Northstar Press Technology 0080,Books,Technology,Northstar Press,5015.46,2582.26,140,0.06,51.49,757,57
P000489,Auren Makeup 0489,Beauty,Makeup,Auren,4996.3,1993.0,213,0.08,39.89,758,89
P000706,Glowery Makeup 0706,Beauty,Makeup,Glowery,4916.68,1802.32,164,0.08,36.66,759,90
P000787,BlueLeaf Children 0787,Books,Children,BlueLeaf,4896.25,1245.85,360,0.07,25.44,760,58
P000603,Kidora Board Games 0603,Toys,Board Games,Kidora,4811.31,1644.44,161,0.08,34.18,761,59
P000012,DailyBite Snacks 0012,Grocery,Snacks,DailyBite,4791.59,1736.59,250,0.09,36.24,762,49
P000420,HarvestLane Beverages 0420,Grocery,Beverages,HarvestLane,4720.4,2510.72,341,0.07,53.19,763,50
P000724,Freshly Snacks 0724,Grocery,Snacks,Freshly,4639.59,1609.35,321,0.08,34.69,764,51
P000720,Freshly Organic 0720,Grocery,Organic,Freshly,4626.32,1262.34,206,0.07,27.29,765,52
P000143,HarvestLane Pantry 0143,Grocery,Pantry,HarvestLane,4566.53,1192.53,241,0.07,26.11,766,53
P000170,DailyBite Pantry 0170,Grocery,Pantry,DailyBite,4456.17,1231.81,541,0.06,27.64,767,54
P000668,HarvestLane Pantry 0668,Grocery,Pantry,HarvestLane,4452.22,1649.24,521,0.07,37.04,768,55
P000144,Glowery Makeup 0144,Beauty,Makeup,Glowery,4412.93,2008.29,152,0.07,45.51,769,91
P000178,HarvestLane Pantry 0178,Grocery,Pantry,HarvestLane,4379.27,1117.72,215,0.07,25.52,770,56
P000168,Inkline Children 0168,Books,Children,Inkline,4190.49,1989.41,196,0.07,47.47,771,59
P000708,PageMint Technology 0708,Books,Technology,PageMint,4144.67,1427.93,162,0.07,34.45,772,60
P000715,BlueLeaf Fiction 0715,Books,Fiction,BlueLeaf,4132.81,1937.26,315,0.06,46.88,773,61
P000784,Glowery Makeup 0784,Beauty,Makeup,Glowery,4130.19,1812.63,534,0.08,43.89,774,92
P000418,PageMint Fiction 0418,Books,Fiction,PageMint,4108.7,1217.66,228,0.07,29.64,775,62
P000343,Inkline Business 0343,Books,Business,Inkline,4071.26,1102.47,137,0.06,27.08,776,63
P000441,WonderBox Board Games 0441,Toys,Board Games,WonderBox,4044.04,1859.2,238,0.08,45.97,777,60
P000602,BlueLeaf Technology 0602,Books,Technology,BlueLeaf,4038.58,2028.88,231,0.07,50.24,778,64
P000371,PageMint Fiction 0371,Books,Fiction,PageMint,4033.06,1120.31,305,0.07,27.78,779,65
P000053,BlueLeaf Fiction 0053,Books,Fiction,BlueLeaf,3937.91,1550.07,208,0.07,39.36,780,66
P000613,HarvestLane Pantry 0613,Grocery,Pantry,HarvestLane,3919.53,1211.6,289,0.06,30.91,781,57
P000297,DailyBite Organic 0297,Grocery,Organic,DailyBite,3907.23,1189.93,145,0.08,30.45,782,58
P000688,DailyBite Organic 0688,Grocery,Organic,DailyBite,3882.33,2023.88,155,0.06,52.13,783,59
P000032,Freshly Pantry 0032,Grocery,Pantry,Freshly,3880.95,1097.07,148,0.07,28.27,784,60
P000321,HarvestLane Snacks 0321,Grocery,Snacks,HarvestLane,3436.49,1654.22,369,0.08,48.14,785,61
P000623,GreenFarm Beverages 0623,Grocery,Beverages,GreenFarm,3289.39,1226.27,296,0.07,37.28,786,62
P000293,DailyBite Pantry 0293,Grocery,Pantry,DailyBite,3253.43,918.07,178,0.08,28.22,787,63
P000185,Northstar Press Fiction 0185,Books,Fiction,Northstar Press,3035.09,861.45,196,0.08,28.38,788,67
P000495,Northstar Press Children 0495,Books,Children,Northstar Press,2896.35,1391.09,146,0.08,48.03,789,68
P000785,HarvestLane Beverages 0785,Grocery,Beverages,HarvestLane,2712.99,1339.89,199,0.07,49.39,790,64
P000233,GreenFarm Pantry 0233,Grocery,Pantry,GreenFarm,2693.67,1188.32,119,0.09,44.12,791,65
P000019,PageMint Fiction 0019,Books,Fiction,PageMint,2687.68,905.63,145,0.06,33.7,792,69
P000003,Kidora Dolls 0003,Toys,Dolls,Kidora,2473.54,966.94,81,0.09,39.09,793,61
P000574,PageMint Children 0574,Books,Children,PageMint,2312.35,893.01,206,0.07,38.62,794,70
P000677,GreenFarm Snacks 0677,Grocery,Snacks,Private Label,2310.7,1104.42,117,0.08,47.8,795,66
P000402,DailyBite Beverages 0402,Grocery,Beverages,DailyBite,2171.17,646.37,160,0.05,29.77,796,67
P000640,PuzzleWorks Dolls 0640,Toys,Dolls,PuzzleWorks,2072.54,764.34,155,0.08,36.88,797,62
P000083,PageMint Children 0083,Books,Children,PageMint,1859.66,560.18,84,0.06,30.12,798,71
P000346,PageMint Fiction 0346,Books,Fiction,PageMint,1829.34,754.42,308,0.08,41.24,799,72
P000014,Inkline Children 0014,Books,Children,Inkline,1181.87,358.62,185,0.07,30.34,800,73
