order_id,customer_id,order_date,shipment_date,payment_method,order_status,total_amount
O00194611,C0048811,2025-09-10,2025-09-14,Credit Card,Completed,408.74
O00194612,C0048811,2025-12-20,2025-12-27,Debit Card,Shipped,130.82
O00194613,C0048812,2025-02-10,2025-02-16,Buy Now Pay Later,Completed,45.36
O00194614,C0048812,2025-03-14,2025-03-21,PayPal,Completed,414.27
O00194615,C0048812,2025-05-10,2025-05-17,Credit Card,Completed,1189.45
O00194616,C0048812,2025-05-20,2025-05-27,Buy Now Pay Later,Completed,1698.96
O00194617,C0048812,2025-05-30,2025-06-01,Debit Card,Returned,57.99
O00194618,C0048812,2025-06-14,2025-06-16,Credit Card,Completed,163.48
O00194619,C0048812,2025-06-21,2025-06-28,PayPal,Completed,192.93
O00194620,C0048812,2025-06-22,2025-06-26,Debit Card,Completed,641.53
O00194621,C0048812,2025-07-04,2025-07-06,Credit Card,Completed,135.06
O00194622,C0048812,2025-07-25,2025-07-27,PayPal,Completed,143.76
O00194623,C0048812,2025-07-28,2025-07-29,PayPal,Completed,351.37
O00194624,C0048812,2025-08-13,2025-08-18,Credit Card,Completed,1125.38
O00194625,C0048812,2025-08-18,2025-08-24,Credit Card,Completed,91.53
O00194626,C0048812,2025-08-19,2025-08-22,UPI,Completed,186.32
O00194627,C0048812,2025-08-21,2025-08-24,Debit Card,Completed,1055.17
O00194628,C0048812,2025-09-02,2025-09-06,Debit Card,Completed,187.89
O00194629,C0048812,2025-09-30,2025-10-04,Debit Card,Completed,2515.48
O00194630,C0048812,2025-10-08,2025-10-13,Debit Card,Completed,2592.34
O00194631,C0048812,2025-10-13,2025-10-15,PayPal,Completed,939.57
O00194632,C0048812,2025-11-16,2025-11-22,Credit Card,Completed,820.87
O00194633,C0048812,2025-11-17,2025-11-18,Debit Card,Completed,959.79
O00194634,C0048812,2025-11-30,2025-12-01,PayPal,Completed,155.66
O00194635,C0048812,2025-12-20,2025-12-27,Buy Now Pay Later,Completed,59.75
O00194636,C0048813,2025-09-08,2025-09-14,Credit Card,Completed,182.51
O00194637,C0048813,2025-09-13,2025-09-19,Credit Card,Completed,64.44
O00194638,C0048813,2025-10-17,2025-10-21,Credit Card,Completed,102.32
O00194639,C0048813,2025-12-27,2026-01-01,Credit Card,Completed,332.39
O00194640,C0048814,2023-09-01,2023-09-02,Credit Card,Completed,54.43
O00194641,C0048814,2025-03-06,2025-03-13,PayPal,Completed,414.4
O00194642,C0048815,2025-04-01,2025-04-06,Credit Card,Completed,414.38
O00194643,C0048815,2025-04-29,2025-05-02,Debit Card,Completed,499.95
O00194644,C0048815,2025-05-25,2025-05-30,Credit Card,Completed,461.72
O00194645,C0048815,2025-06-11,2025-06-17,Credit Card,Completed,1383.82
O00194646,C0048815,2025-07-13,2025-07-16,Credit Card,Shipped,534.55
O00194647,C0048815,2025-08-18,2025-08-22,Credit Card,Completed,62.52
O00194648,C0048815,2025-10-24,,PayPal,Cancelled,1283.75
O00194649,C0048815,2025-11-24,2025-11-30,Debit Card,Completed,118.35
O00194650,C0048815,2025-12-19,2025-12-26,Credit Card,Returned,247.24
O00194651,C0048815,2025-12-30,2026-01-04,Gift Card,Returned,9.86
O00194652,C0048816,2025-05-27,2025-06-02,Credit Card,Completed,2647.15
O00194653,C0048816,2025-11-02,2025-11-07,Credit Card,Completed,128.59
O00194654,C0048816,2025-11-25,,Credit Card,Cancelled,816.85
O00194655,C0048817,2023-01-28,2023-02-04,Credit Card,Completed,285.07
O00194656,C0048817,2023-07-31,2023-08-02,Credit Card,Returned,1591.97
O00194657,C0048818,2023-06-15,2023-06-21,Debit Card,Completed,162.05
O00194658,C0048818,2023-11-03,2023-11-09,PayPal,Completed,214.96
O00194659,C0048818,2025-08-18,2025-08-22,Credit Card,Completed,82.88
O00194660,C0048818,2025-09-15,2025-09-18,Debit Card,Completed,1597.93
O00194661,C0048818,2025-11-06,2025-11-08,Gift Card,Completed,28.86
O00194662,C0048819,2025-09-22,2025-09-29,Credit Card,Completed,102.59
O00194663,C0048819,2025-10-02,2025-10-05,UPI,Completed,525.88
O00194664,C0048819,2025-12-02,2025-12-05,Debit Card,Completed,7513.02
O00194665,C0048820,2025-03-13,2025-03-20,Debit Card,Completed,91.94
O00194666,C0048820,2025-03-17,,Credit Card,Cancelled,50.44
O00194667,C0048820,2025-03-23,2025-03-28,UPI,Completed,2150.63
O00194668,C0048820,2025-05-09,2025-05-12,UPI,Completed,405.23
O00194669,C0048820,2025-05-19,2025-05-21,Credit Card,Completed,2696.54
O00194670,C0048820,2025-05-26,2025-05-31,Credit Card,Returned,111.22
O00194671,C0048820,2025-09-10,2025-09-16,Debit Card,Completed,651.53
O00194672,C0048820,2025-10-21,2025-10-25,PayPal,Completed,2716.85
O00194673,C0048820,2025-10-29,2025-11-05,UPI,Completed,1641.84
O00194674,C0048820,2025-11-04,2025-11-09,Debit Card,Completed,58.78
O00194675,C0048820,2025-11-12,2025-11-18,Debit Card,Completed,59.79
O00194676,C0048820,2025-11-27,2025-12-04,UPI,Completed,180.75
O00194677,C0048821,2024-09-29,2024-10-04,Credit Card,Shipped,664.7
O00194678,C0048821,2024-10-25,2024-10-28,Debit Card,Completed,195.5
O00194679,C0048821,2024-11-05,2024-11-11,Credit Card,Completed,1017.34
O00194680,C0048821,2024-11-13,2024-11-16,Credit Card,Completed,106.07
O00194681,C0048821,2024-12-23,2024-12-26,Credit Card,Completed,41.05
O00194682,C0048821,2025-01-07,2025-01-09,Debit Card,Completed,3554.34
O00194683,C0048821,2025-04-27,2025-05-01,Debit Card,Completed,113.35
O00194684,C0048821,2025-08-23,2025-08-26,Debit Card,Completed,112.57
O00194685,C0048821,2025-10-20,2025-10-21,PayPal,Completed,315.02
O00194686,C0048821,2025-11-26,2025-12-03,Debit Card,Completed,1032.23
O00194687,C0048822,2025-02-24,2025-03-03,Credit Card,Completed,282.81
O00194688,C0048823,2024-09-23,2024-09-27,Credit Card,Completed,605.25
O00194689,C0048823,2024-11-03,,Debit Card,Cancelled,2773.23
O00194690,C0048824,2024-09-06,2024-09-10,UPI,Returned,239.08
O00194691,C0048824,2024-10-27,2024-10-30,Credit Card,Completed,904.56
O00194692,C0048824,2024-11-14,2024-11-17,Buy Now Pay Later,Completed,86.85
O00194693,C0048824,2025-01-18,2025-01-20,Credit Card,Completed,271.41
O00194694,C0048824,2025-05-31,2025-06-01,Credit Card,Completed,189.47
O00194695,C0048825,2025-01-18,2025-01-19,Debit Card,Completed,584.55
O00194696,C0048826,2024-10-23,2024-10-27,Credit Card,Completed,82.95
O00194697,C0048827,2024-04-05,2024-04-07,Debit Card,Completed,90.26
O00194698,C0048827,2024-12-02,2024-12-08,Debit Card,Completed,1297.33
O00194699,C0048827,2025-04-07,2025-04-14,UPI,Completed,482.98
O00194700,C0048827,2025-11-11,2025-11-12,PayPal,Shipped,58.66
O00194701,C0048827,2025-12-08,2025-12-11,PayPal,Completed,76.67
O00194702,C0048828,2025-03-07,2025-03-08,Credit Card,Completed,2151.44
O00194703,C0048829,2025-11-24,2025-11-28,PayPal,Completed,27.93
O00194704,C0048830,2023-12-21,,Credit Card,Cancelled,1267.87
O00194705,C0048831,2025-09-13,2025-09-15,Credit Card,Shipped,1051.98
O00194706,C0048831,2025-12-29,2026-01-03,Gift Card,Completed,78.36
O00194707,C0048832,2024-06-07,2024-06-14,Credit Card,Completed,2103.01
O00194708,C0048833,2024-08-12,2024-08-19,Credit Card,Completed,653.87
O00194709,C0048833,2024-09-14,2024-09-20,Credit Card,Completed,58.14
O00194710,C0048833,2024-10-07,2024-10-13,Buy Now Pay Later,Completed,96.98
O00194711,C0048833,2025-07-27,2025-07-30,UPI,Completed,257.61
O00194712,C0048833,2025-12-16,2025-12-23,Credit Card,Completed,98.41
O00194713,C0048834,2024-01-04,2024-01-09,Debit Card,Shipped,562.6
O00194714,C0048835,2025-11-19,2025-11-25,Credit Card,Completed,840.43
O00194715,C0048835,2025-12-04,2025-12-11,Credit Card,Completed,475.45
O00194716,C0048835,2025-12-04,2025-12-07,Credit Card,Completed,330.0
O00194717,C0048836,2023-12-03,2023-12-05,Credit Card,Completed,6.52
O00194718,C0048836,2024-02-08,2024-02-09,Credit Card,Completed,159.61
O00194719,C0048836,2025-03-31,2025-04-03,Debit Card,Completed,144.08
O00194720,C0048836,2025-06-01,2025-06-03,Gift Card,Completed,80.55
O00194721,C0048836,2025-06-10,,Debit Card,Cancelled,1444.62
O00194722,C0048836,2025-08-16,2025-08-21,PayPal,Completed,13.67
O00194723,C0048837,2023-11-25,2023-11-26,Debit Card,Completed,36.87
O00194724,C0048837,2023-12-07,2023-12-12,PayPal,Returned,851.6
O00194725,C0048837,2024-08-01,2024-08-08,PayPal,Completed,1542.53
O00194726,C0048837,2025-04-27,2025-05-01,Credit Card,Completed,53.07
O00194727,C0048837,2025-10-15,2025-10-19,Buy Now Pay Later,Completed,1136.76
O00194728,C0048838,2025-04-23,2025-04-30,Credit Card,Completed,53.06
O00194729,C0048838,2025-06-01,2025-06-03,Debit Card,Completed,1117.47
O00194730,C0048838,2025-06-04,2025-06-07,PayPal,Shipped,304.15
O00194731,C0048838,2025-06-27,2025-07-01,Credit Card,Completed,507.58
O00194732,C0048838,2025-08-12,2025-08-14,Credit Card,Completed,185.97
O00194733,C0048838,2025-08-15,2025-08-16,Credit Card,Completed,997.12
O00194734,C0048838,2025-08-23,2025-08-30,UPI,Completed,169.59
O00194735,C0048838,2025-08-28,2025-09-02,Debit Card,Completed,984.65
O00194736,C0048838,2025-09-06,2025-09-11,Buy Now Pay Later,Completed,1730.57
O00194737,C0048838,2025-09-13,2025-09-16,PayPal,Completed,416.04
O00194738,C0048838,2025-10-02,2025-10-03,Credit Card,Returned,954.04
O00194739,C0048838,2025-10-06,2025-10-10,PayPal,Returned,32.42
O00194740,C0048838,2025-10-12,,Credit Card,Cancelled,610.06
O00194741,C0048838,2025-11-18,2025-11-22,Credit Card,Completed,28.36
O00194742,C0048838,2025-12-07,2025-12-13,Buy Now Pay Later,Completed,55.33
O00194743,C0048838,2025-12-16,2025-12-23,Credit Card,Completed,1616.66
O00194744,C0048838,2025-12-16,2025-12-17,Credit Card,Completed,261.75
O00194745,C0048838,2025-12-29,2026-01-04,Credit Card,Shipped,156.92
O00194746,C0048839,2023-07-11,2023-07-13,Credit Card,Completed,3360.97
O00194747,C0048840,2023-04-22,2023-04-28,Credit Card,Shipped,2320.37
O00194748,C0048840,2023-12-03,2023-12-08,Credit Card,Completed,344.17
O00194749,C0048840,2023-12-12,2023-12-16,UPI,Completed,1378.23
O00194750,C0048840,2024-02-24,,Buy Now Pay Later,Cancelled,152.35
O00194751,C0048840,2024-11-08,2024-11-14,Credit Card,Completed,577.68
O00194752,C0048841,2025-10-11,2025-10-12,UPI,Completed,647.61
O00194753,C0048841,2025-12-08,2025-12-14,Credit Card,Returned,355.0
O00194754,C0048842,2025-07-17,2025-07-22,Debit Card,Completed,475.43
O00194755,C0048843,2025-12-13,2025-12-19,Credit Card,Completed,7262.06
O00194756,C0048843,2025-12-16,2025-12-22,Debit Card,Completed,3216.98
O00194757,C0048843,2025-12-18,2025-12-24,UPI,Completed,367.06
O00194758,C0048844,2025-07-08,2025-07-10,Credit Card,Shipped,141.14
O00194759,C0048845,2025-05-14,2025-05-18,Gift Card,Completed,210.21
O00194760,C0048845,2025-06-11,2025-06-12,Credit Card,Completed,1213.66
O00194761,C0048845,2025-06-19,2025-06-22,Credit Card,Completed,25.0
O00194762,C0048845,2025-07-15,2025-07-18,Buy Now Pay Later,Completed,644.51
O00194763,C0048845,2025-07-15,2025-07-20,Credit Card,Completed,44.33
O00194764,C0048845,2025-08-23,2025-08-28,Credit Card,Completed,389.6
O00194765,C0048845,2025-09-24,2025-09-30,Credit Card,Completed,879.03
O00194766,C0048845,2025-09-30,2025-10-04,Debit Card,Completed,210.97
O00194767,C0048845,2025-10-13,2025-10-20,Debit Card,Completed,65.22
O00194768,C0048845,2025-12-12,2025-12-19,UPI,Completed,500.28
O00194769,C0048846,2024-06-19,2024-06-24,Credit Card,Completed,97.19
O00194770,C0048846,2025-10-21,2025-10-22,Debit Card,Completed,568.78
O00194771,C0048847,2025-06-12,2025-06-16,Buy Now Pay Later,Completed,658.37
O00194772,C0048848,2025-11-04,2025-11-11,Gift Card,Completed,831.05
O00194773,C0048849,2023-07-16,2023-07-18,Credit Card,Completed,846.91
O00194774,C0048849,2024-01-26,2024-01-30,Credit Card,Completed,444.13
O00194775,C0048849,2024-11-14,,UPI,Cancelled,57.69
O00194776,C0048850,2025-08-13,2025-08-15,Credit Card,Completed,151.0
O00194777,C0048850,2025-12-17,2025-12-24,PayPal,Completed,76.63
O00194778,C0048851,2023-11-05,2023-11-08,Buy Now Pay Later,Completed,24.36
O00194779,C0048851,2024-01-29,2024-02-04,PayPal,Completed,353.74
O00194780,C0048851,2025-12-05,2025-12-09,Credit Card,Shipped,1112.46
O00194781,C0048852,2024-01-16,2024-01-18,Buy Now Pay Later,Completed,801.68
O00194782,C0048852,2024-11-04,2024-11-06,Credit Card,Returned,346.35
O00194783,C0048852,2025-04-16,2025-04-17,Debit Card,Completed,2120.79
O00194784,C0048853,2025-12-01,2025-12-03,UPI,Completed,802.51
O00194785,C0048853,2025-12-14,2025-12-16,Credit Card,Completed,1048.27
O00194786,C0048854,2024-12-30,2025-01-06,PayPal,Shipped,161.16
O00194787,C0048854,2025-01-01,2025-01-05,Credit Card,Returned,803.78
O00194788,C0048855,2025-10-21,2025-10-28,UPI,Completed,412.24
O00194789,C0048855,2025-10-25,2025-10-28,Credit Card,Completed,131.33
O00194790,C0048855,2025-12-18,2025-12-23,UPI,Completed,119.2
O00194791,C0048856,2024-11-05,2024-11-06,PayPal,Completed,497.56
O00194792,C0048856,2024-11-29,2024-12-05,PayPal,Completed,85.16
O00194793,C0048856,2024-12-24,2024-12-31,Credit Card,Completed,386.01
O00194794,C0048856,2025-08-08,2025-08-15,Credit Card,Completed,1227.46
O00194795,C0048857,2024-05-11,2024-05-17,Credit Card,Completed,57.75
O00194796,C0048858,2025-04-06,2025-04-11,PayPal,Completed,13.04
O00194797,C0048858,2025-06-08,2025-06-09,Credit Card,Completed,657.87
O00194798,C0048858,2025-08-19,2025-08-21,Credit Card,Completed,1029.29
O00194799,C0048859,2025-11-13,2025-11-19,Buy Now Pay Later,Completed,51.51
O00194800,C0048860,2023-12-25,2023-12-30,Buy Now Pay Later,Completed,142.7
O00194801,C0048861,2024-11-09,2024-11-13,Buy Now Pay Later,Completed,1454.07
O00194802,C0048862,2025-10-25,2025-10-28,Credit Card,Completed,59.6
O00194803,C0048863,2025-12-31,2026-01-06,Credit Card,Completed,1705.26
O00194804,C0048864,2023-08-02,2023-08-09,UPI,Completed,2202.53
O00194805,C0048864,2025-11-03,2025-11-09,Credit Card,Completed,150.4
O00194806,C0048864,2025-12-08,2025-12-09,Gift Card,Completed,788.78
O00194807,C0048865,2024-12-02,2024-12-09,Debit Card,Completed,233.14
O00194808,C0048865,2025-10-15,2025-10-21,Gift Card,Completed,799.92
O00194809,C0048865,2025-10-15,2025-10-19,Buy Now Pay Later,Completed,75.1
O00194810,C0048866,2025-03-08,2025-03-15,Debit Card,Completed,1032.1
O00194811,C0048866,2025-10-22,2025-10-23,Buy Now Pay Later,Completed,100.84
O00194812,C0048867,2025-04-29,2025-05-03,Credit Card,Completed,2048.22
O00194813,C0048867,2025-08-07,2025-08-10,Credit Card,Completed,342.62
O00194814,C0048867,2025-08-08,2025-08-14,Pay Pal ,Completed,280.24
O00194815,C0048867,2025-11-06,2025-11-07,Credit Card,Completed,1917.8
O00194816,C0048867,2025-11-10,2025-11-15,Gift Card,Completed,1333.39
O00194817,C0048867,2025-11-22,2025-11-26,Buy Now Pay Later,Completed,1046.49
O00194818,C0048868,2024-07-22,2024-07-28,Gift Card,Completed,925.28
O00194819,C0048869,2024-04-20,2024-04-22,Credit Card,Shipped,917.48
O00194820,C0048869,2024-04-29,2024-05-06,Debit Card,Completed,1445.44
O00194821,C0048869,2024-05-24,2024-05-28,Credit Card,Returned,749.89
O00194822,C0048869,2024-07-27,2024-08-01,Credit Card,Completed,116.44
O00194823,C0048869,2024-08-17,2024-08-18,Gift Card,Completed,73.88
O00194824,C0048869,2024-09-12,2024-09-15,Pay Pal ,Completed,1885.44
O00194825,C0048869,2024-09-19,2024-09-22,Credit Card,Returned,55.55
O00194826,C0048869,2024-09-25,2024-09-28,Gift Card,Returned,529.01
O00194827,C0048869,2024-10-25,2024-10-29,PayPal,Completed,25.29
O00194828,C0048869,2024-10-27,2024-11-02,Credit Card,Completed,434.5
O00194829,C0048869,2024-11-08,2024-11-15,Gift Card,Completed,699.7
O00194830,C0048869,2024-12-10,2024-12-16,Gift Card,Completed,33.36
O00194831,C0048869,2024-12-21,2024-12-27,Buy Now Pay Later,Completed,197.22
O00194832,C0048869,2025-01-09,2025-01-12,Debit Card,Shipped,298.74
O00194833,C0048869,2025-04-28,2025-05-01,Debit Card,Completed,21.44
O00194834,C0048869,2025-05-26,2025-05-30,Debit Card,Completed,1302.55
O00194835,C0048869,2025-07-22,2025-07-25,Gift Card,Completed,950.83
O00194836,C0048869,2025-07-23,,Credit Card,Cancelled,235.72
O00194837,C0048869,2025-09-08,2025-09-15,Debit Card,Completed,1021.17
O00194838,C0048869,2025-10-17,2025-10-24,Credit Card,Completed,12.37
O00194839,C0048869,2025-11-05,2025-11-12,Buy Now Pay Later,Completed,611.5
O00194840,C0048869,2025-11-21,2025-11-23,Gift Card,Completed,22.04
O00194841,C0048869,2025-12-02,2025-12-08,Debit Card,Completed,1243.75
O00194842,C0048869,2025-12-15,2025-12-21,UPI,Completed,119.66
O00194843,C0048870,2025-09-09,2025-09-13,PayPal,Completed,212.23
O00194844,C0048871,2025-05-21,2025-05-23,Credit Card,Completed,101.36
O00194845,C0048872,2023-03-18,2023-03-21,Credit Card,Completed,232.37
O00194846,C0048872,2023-05-29,2023-05-30,PayPal,Completed,102.11
O00194847,C0048872,2023-06-04,2023-06-05,Credit Card,Completed,80.16
O00194848,C0048872,2023-06-14,2023-06-16,Credit Card,Completed,242.28
O00194849,C0048872,2023-06-14,2023-06-20,Credit Card,Completed,1208.78
O00194850,C0048872,2023-06-14,2023-06-15,Debit Card,Completed,112.76
O00194851,C0048872,2023-07-15,2023-07-20,Buy Now Pay Later,Completed,152.71
O00194852,C0048872,2023-11-14,2023-11-17,UPI,Completed,159.07
O00194853,C0048872,2023-11-18,2023-11-20,Credit Card,Completed,184.68
O00194854,C0048872,2023-12-01,2023-12-08,Credit Card,Completed,68.4
O00194855,C0048872,2024-03-17,2024-03-20,UPI,Completed,503.01
O00194856,C0048872,2024-06-27,2024-07-04,Credit Card,Completed,3256.85
O00194857,C0048872,2024-07-13,2024-07-19,Gift Card,Completed,1165.32
O00194858,C0048872,2024-07-22,2024-07-26,Gift Card,Completed,123.52
O00194859,C0048872,2024-08-21,,Gift Card,Cancelled,1128.82
O00194860,C0048872,2024-10-05,2024-10-12,Credit Card,Completed,40.1
O00194861,C0048872,2024-10-14,2024-10-17,PayPal,Completed,325.46
O00194862,C0048872,2024-10-19,2024-10-25,Buy Now Pay Later,Completed,117.08
O00194863,C0048872,2024-11-15,2024-11-16,Gift Card,Completed,1145.22
O00194864,C0048872,2025-01-13,2025-01-14,Credit Card,Shipped,294.64
O00194865,C0048872,2025-02-07,2025-02-09,UPI,Completed,364.28
O00194866,C0048872,2025-05-05,2025-05-08,Credit Card,Completed,1871.06
O00194867,C0048872,2025-07-12,2025-07-15,Credit Card,Completed,147.25
O00194868,C0048872,2025-08-22,2025-08-25,PayPal,Completed,170.54
O00194869,C0048872,2025-10-05,2025-10-09,UPI,Completed,469.08
O00194870,C0048872,2025-11-30,2025-12-05,Credit Card,Completed,168.4
O00194871,C0048872,2025-12-27,2025-12-29,Debit Card,Completed,42.58
O00194872,C0048872,2025-12-28,2026-01-03,Buy Now Pay Later,Completed,978.1
O00194873,C0048873,2023-11-09,2023-11-12,UPI,Completed,499.85
O00194874,C0048874,2025-05-13,2025-05-16,Credit Card,Completed,68.68
O00194875,C0048874,2025-05-27,2025-06-01,PayPal,Completed,226.97
O00194876,C0048874,2025-06-24,2025-06-29,PayPal,Completed,964.75
O00194877,C0048874,2025-11-20,2025-11-25,Credit Card,Completed,20.33
O00194878,C0048874,2025-12-28,2026-01-04,Credit Card,Returned,1739.17
O00194879,C0048875,2025-12-22,2025-12-28,PayPal,Completed,24.85
O00194880,C0048876,2024-03-02,2024-03-09,Debit Card,Completed,231.49
O00194881,C0048876,2025-05-18,2025-05-21,Debit Card,Completed,112.1
O00194882,C0048877,2025-08-11,2025-08-17,Credit Card,Completed,59.6
O00194883,C0048877,2025-08-28,2025-08-29,Debit Card,Completed,82.9
O00194884,C0048877,2025-09-16,2025-09-20,Credit Card,Completed,21.81
O00194885,C0048877,2025-09-24,2025-09-30,Credit Card,Completed,94.91
O00194886,C0048877,2025-11-25,2025-11-29,UPI,Completed,824.47
O00194887,C0048877,2025-12-01,2025-12-04,Gift Card,Completed,750.47
O00194888,C0048878,2024-05-01,2024-05-04,PayPal,Completed,28.21
O00194889,C0048879,2025-11-02,2025-11-04,Credit Card,Completed,2997.99
O00194890,C0048879,2025-11-13,2025-11-20,Gift Card,Completed,677.03
O00194891,C0048879,2025-11-18,2025-11-24,Debit Card,Completed,449.93
O00194892,C0048879,2025-11-19,2025-11-20,Debit Card,Shipped,242.68
O00194893,C0048879,2025-12-02,2025-12-08,Buy Now Pay Later,Completed,196.33
O00194894,C0048879,2025-12-07,2025-12-08,Credit Card,Completed,109.22
O00194895,C0048879,2025-12-16,2025-12-22,Gift Card,Completed,826.62
O00194896,C0048880,2024-01-25,2024-01-27,Credit Card,Completed,534.08
O00194897,C0048880,2024-04-03,2024-04-07,Gift Card,Completed,850.84
O00194898,C0048880,2024-09-26,2024-09-30,Credit Card,Completed,1502.88
O00194899,C0048880,2024-11-02,2024-11-09,Gift Card,Completed,295.92
O00194900,C0048880,2024-11-08,2024-11-09,Debit Card,Completed,1340.65
O00194901,C0048880,2025-02-22,,Credit Card,Cancelled,2668.62
O00194902,C0048880,2025-03-07,2025-03-13,Credit Card,Completed,258.76
O00194903,C0048880,2025-04-25,2025-05-01,UPI,Shipped,1403.6
O00194904,C0048880,2025-10-18,2025-10-24,Buy Now Pay Later,Completed,174.2
O00194905,C0048880,2025-12-04,2025-12-10,Credit Card,Returned,515.84
O00194906,C0048881,2024-12-19,2024-12-23,Credit Card,Completed,4841.4
O00194907,C0048882,2024-11-07,2024-11-13,Debit Card,Shipped,114.79
O00194908,C0048882,2025-04-30,2025-05-02,Credit Card,Completed,679.84
O00194909,C0048882,2025-05-13,2025-05-19,PayPal,Completed,62.55
O00194910,C0048882,2025-06-04,2025-06-11,PayPal,Completed,1785.48
O00194911,C0048882,2025-07-07,2025-07-10,Gift Card,Completed,90.72
O00194912,C0048883,2023-12-12,2023-12-17,PayPal,Completed,917.98
O00194913,C0048883,2024-04-27,2024-05-01,Credit Card,Completed,131.43
O00194914,C0048883,2025-10-21,2025-10-24,Credit Card,Completed,918.8
O00194915,C0048884,2024-12-29,2025-01-01,Buy Now Pay Later,Shipped,1225.34
O00194916,C0048884,2025-05-20,2025-05-27,Debit Card,Completed,66.44
O00194917,C0048885,2024-12-18,2024-12-19,Gift Card,Completed,948.21
O00194918,C0048886,2025-03-05,2025-03-10,Buy Now Pay Later,Completed,117.04
O00194919,C0048887,2023-11-04,2023-11-09,Credit Card,Completed,1309.5
O00194920,C0048888,2025-04-28,2025-04-29,UPI,Returned,1245.52
O00194921,C0048888,2025-08-16,2025-08-19,Credit Card,Completed,999.96
O00194922,C0048888,2025-09-29,2025-10-05,PayPal,Completed,354.62
O00194923,C0048889,2025-09-29,2025-10-01,Gift Card,Shipped,1108.94
O00194924,C0048889,2025-12-13,2025-12-19,Credit Card,Completed,1484.09
O00194925,C0048890,2024-09-27,2024-09-30,Credit Card,Completed,1496.24
O00194926,C0048890,2024-11-06,2024-11-12,Gift Card,Completed,181.61
O00194927,C0048890,2024-12-02,2024-12-08,Credit Card,Completed,47.53
O00194928,C0048890,2025-06-30,2025-07-07,Buy Now Pay Later,Completed,5958.72
O00194929,C0048891,2024-10-27,2024-10-28,Credit Card,Completed,733.09
O00194930,C0048891,2025-11-18,2025-11-24,Credit Card,Shipped,303.27
O00194931,C0048892,2023-03-24,,PayPal,Cancelled,1022.65
O00194932,C0048892,2023-07-03,2023-07-07,Debit Card,Completed,3447.37
O00194933,C0048892,2023-10-24,2023-10-28,PayPal,Completed,1739.5
O00194934,C0048892,2023-12-25,2023-12-29,Buy Now Pay Later,Completed,738.36
O00194935,C0048892,2024-08-30,,Credit Card,Cancelled,427.96
O00194936,C0048892,2025-06-18,2025-06-23,Credit Card,Shipped,291.47
O00194937,C0048892,2025-06-30,2025-07-04,Credit Card,Completed,284.47
O00194938,C0048893,2024-05-31,2024-06-06,Credit Card,Completed,180.78
O00194939,C0048893,2024-07-20,2024-07-22,Credit Card,Completed,113.53
O00194940,C0048893,2024-08-17,2024-08-22,Gift Card,Completed,2314.18
O00194941,C0048893,2024-12-06,2024-12-12,Debit Card,Completed,99.2
O00194942,C0048893,2025-02-14,2025-02-15,UPI,Returned,91.63
O00194943,C0048893,2025-04-22,2025-04-28,Gift Card,Completed,556.08
O00194944,C0048893,2025-07-12,2025-07-16,Credit Card,Completed,189.9
O00194945,C0048893,2025-07-26,2025-07-31,PayPal,Completed,245.43
O00194946,C0048893,2025-07-26,,PayPal,Cancelled,2412.08
O00194947,C0048893,2025-07-27,2025-08-03,Debit Card,Completed,104.75
O00194948,C0048893,2025-08-16,2025-08-22,Debit Card,Completed,206.38
O00194949,C0048893,2025-10-01,2025-10-04,Debit Card,Shipped,106.99
O00194950,C0048893,2025-11-12,2025-11-18,Debit Card,Completed,415.02
O00194951,C0048893,2025-12-05,2025-12-11,Debit Card,Completed,789.11
O00194952,C0048894,2024-06-13,2024-06-14,Debit Card,Completed,24.37
O00194953,C0048894,2024-07-31,2024-08-03,Credit Card,Completed,150.29
O00194954,C0048894,2024-11-07,2024-11-10,PayPal,Returned,1072.07
O00194955,C0048894,2025-03-24,2025-03-30,Credit Card,Completed,102.09
O00194956,C0048894,2025-04-06,2025-04-09,Credit Card,Completed,584.76
O00194957,C0048894,2025-04-10,2025-04-11,Credit Card,Completed,846.13
O00194958,C0048895,2025-07-23,2025-07-27,PayPal,Completed,861.52
O00194959,C0048896,2025-09-09,2025-09-13,Debit Card,Completed,70.83
O00194960,C0048896,2025-09-24,2025-09-29,Credit Card,Completed,65.3
O00194961,C0048896,2025-11-23,2025-11-24,Credit Card,Completed,127.64
O00194962,C0048897,2025-11-07,2025-11-14,UPI,Returned,64.12
O00194963,C0048898,2025-11-25,2025-11-30,UPI,Completed,88.09
O00194964,C0048899,2025-08-24,2025-08-28,PayPal,Completed,1604.5
O00194965,C0048899,2025-12-01,2025-12-06,PayPal,Completed,814.11
O00194966,C0048899,2025-12-10,2025-12-14,Gift Card,Completed,86.85
O00194967,C0048900,2025-12-25,2026-01-01,Credit Card,Completed,1787.28
O00194968,C0048901,2025-04-28,2025-05-05,Credit Card,Completed,240.7
O00194969,C0048902,2024-06-20,2024-06-23,Debit Card,Completed,265.33
O00194970,C0048902,2024-09-02,2024-09-06,Buy Now Pay Later,Completed,53.63
O00194971,C0048902,2025-05-08,2025-05-15,Gift Card,Completed,1001.86
O00194972,C0048902,2025-05-24,2025-05-28,PayPal,Completed,233.66
O00194973,C0048902,2025-12-26,2026-01-02,PayPal,Completed,257.28
O00194974,C0048903,2025-07-21,2025-07-27,Gift Card,Completed,133.7
O00194975,C0048904,2023-01-09,2023-01-15,UPI,Completed,52.34
